Table Names-4,Table Names-2,Table Names-1,Table Names,Table Names-3,UTUR,UTPCPI,UTSTHPI,MEHOINUSUTA672N,UTRVAC,UTPCE,2020RATIO049035,ACTLISCOUYY49049,MEDLISPRIPERSQUFEEMM49049,BRUT49M647NCEN,MEDDAYONMAR41620,ACTLISCOU49035,UTBPPRIVSA,GCT1502UT,NETMIGNACS049049,S1101SPHOUSE049035,MHIUT49035A052NCEN,EXHOSLUSM495S,UTNQGSP,UTPOP,DATE
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,1973,,,,,,,,,,,,,,,,,,,1/1/1958
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,2054,,,,,,,,,,,,,,,,,,,1/1/1959
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,2122,,,,,,,,,,,,,,,,,,,1/1/1960
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,2187,,,,,,,,,,,,,,,,,,,1/1/1961
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,2326,,,,,,,,,,,,,,,,,,,1/1/1962
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,2377,,,,,,,,,,,,,,,,,,,1/1/1963
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,2492,,,,,,,,,,,,,,,,,,,1/1/1964
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,2599,,,,,,,,,,,,,,,,,,,1/1/1965
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,2727,,,,,,,,,,,,,,,,,,,1/1/1966
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,2849,,,,,,,,,,,,,,,,,,,1/1/1967
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,3024,,,,,,,,,,,,,,,,,,,1/1/1968
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,3254,,,,,,,,,,,,,,,,,,,1/1/1969
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,3558,,,,,,,,,,,,,,,,,,,1/1/1970
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,3855,,,,,,,,,,,,,,,,,,,1/1/1971
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,4179,,,,,,,,,,,,,,,,,,,1/1/1972
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,4520,,,,,,,,,,,,,,,,,,,1/1/1973
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,4930,,,,,,,,,,,,,,,,,,,1/1/1974
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,5341,,,,,,,,,,,,,,,,,,,1/1/1975
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,5866,,,,,,,,,,,,,,,,,,,1/1/1976
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,6412,,,,,,,,,,,,,,,,,,,1/1/1977
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,7119,,,,,,,,,,,,,,,,,,,1/1/1978
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,7748,,,,,,,,,,,,,,,,,,,1/1/1979
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,8366,,,,,,,,,,,,,,,,,,,1/1/1980
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,9167,,,,,,,,,,,,,,,,,,,1/1/1981
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,9669,,,,,,,,,,,,,,,,,,,1/1/1982
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,10116,,,,,,,,,,,,,,,,,,,1/1/1983
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,10984,,,,,,,,,,,,,,,,,,,1/1/1984
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,11607,,,,,,,,,,,,,,,,,,,1/1/1985
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,12053,,,,,,,,,,,,,,,,,,,1/1/1986
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,12511,,,,,,,,,,,,,,,,,,,1/1/1987
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,13218,,,,,,,,,,,,,,,,,,,1/1/1988
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,14050,,,,,,,,,,,,,,,,,,,1/1/1989
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,15010,,,,,,,,,,,,,,,,,,,1/1/1990
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,15656,,,,,,,,,,,,,,,,,,,1/1/1991
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,16401,,,,,,,,,,,,,,,,,,,1/1/1992
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,17115,,,,,,,,,,,,,,,,,,,1/1/1993
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,17933,,,,,,,,,,,,,,,,,,,1/1/1994
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,19019,,,,,,,,,,,,,,,,,,,1/1/1995
"UTUR.csv,UTSTHPI.csv,UTPCPI.csv,NETMIGNACS049049.csv,MEHOINUSUTA672N.csv,UTRVAC.csv,S1101SPHOUSE049035.csv,GCT1502UT.csv","UTUR.csv,UTSTHPI.csv,UTPCPI.csv,UTRVAC.csv","UTSTHPI.csv,UTPCPI.csv",UTPCPI.csv,,,20183,,,,,,,,,,,,,,,,,,,1/1/1996
